27.67	-7.62	-23.82
-24.72	-2.73	-24.74
37.42	-22.65	-12.64
-17.16	-17.23	-20.27
19.02	-3.24	-35.24
-26.92	-8.88	-35.35
3.31	-1.13	7.14
-.94	-2.05	9.5
3.29	3.1	6.79
-.98	3.07	6.84
9.55	8.11	-11.55
-4.31	10.57	-6.02
5.18	33.46	-13.62
-.12	31.66	-8.95
2.03	36.24	-4.9
-5.39	37.85	2.86
3.23	46.33	15.43
3.58	-12.57	38.21
-.69	-12.59	38.26
6.86	-38.18	36.97
-.64	-35.14	35.69
4.76	-40.05	40.5
8.88	-51.52	15.76
-3.88	-57.51	21.99
-3.89	-52.14	22.65
-40.68	8.86	-11.03
27.53	13.99	-33.44
-26.99	10.15	-36.95
2.88	69.06	-21.04
-21.51	57.68	-.85
5.11	32.77	-22.49
-2.36	41.53	-18.68
4.11	18.05	-20.13
-1.14	5.84	-12.35
16.05	15.69	3.35
-6.39	15.56	3.62
18.32	-29.14	1.51
-9.44	-31.25	4.24
61.35	-32.48	36.98
-37.91	-38.4	52
5.85	-8.98	56.84
-2.6	-13.55	67.36
12.83	-19.71	-13.71
-3.24	-21.29	-18.97
5.25	-33.9	-31.4
-4.41	-31.13	-35.98
6.26	-19.17	-33.76
-.13	-24.5	-33.24
1.12	-40.13	-15.21
-.85	-58.23	-1.4
3.38	-75.09	-13.42
-.9	-75.21	-14.48
5.34	-76.88	-36.71
3.18	-67.29	-36.38
10.57	-68.19	-48.65
2.05	-58.04	-40.49
-2.19	-51.12	-33.21
1	-47.93	-33.52
28.8	-34.47	-27.16
-7.4	-39.92	-11.79
17.2	-52.72	-14.34
-15.92	-52.83	-12.84
17.23	-88.64	-24.71
-14.78	-91.58	-18.52
20.35	-82.96	-34.15
-11.72	-76.64	-32.08
14.92	-83.85	-45.16
-9.59	-73.37	-31.26
11.7	-64.24	-38.96
-14.13	-56.42	-59.39
7.42	-70.95	-42.81
-5.54	-59.28	-55.91
-22.59	-42.41	-42.63
40.54	-41.09	-31.2
-28.91	-34.9	-27.57
38.4	-41.19	-32.28
-21.43	-46.92	-32.23
40.54	-47.69	-33.99
-37.52	-42.16	-38.02
-32.14	-72.5	-45.57
22.29	-68.46	-53.23
-37.57	-49.27	-47.46
30.83	-38.83	-42.43
-36.49	-52.44	-47.2
3.22	-53.75	-26.36
11.75	-60.38	-30.36
-19.26	-50.96	-29.68
4.12	32.4	-13.52
-9.85	65.61	-9.46
6.25	18.06	-20.15
4.15	12.93	-17.47
3.21	-82.35	-38.46
