44.23	-71.22	19.24
-43.4	-69.63	20.11
3.74	-57.06	40.82
61.32	-40.49	29.85
57.02	-34.17	29.37
3.71	-28.89	47.38
45.84	-21.77	-29.53
30.93	-16.94	-20.85
-24.65	-13.04	-20.53
-48.21	-9.3	-25.04
-43.97	-.81	-25.8
-20.47	3.56	-26.43
-26.4	19.57	43.66
24.87	26.23	42.52
37.51	28.82	19.85
-20.46	16.93	-18.63
-22.66	42.64	-16.3
.76	30.83	-33.43
7.45	49.1	9.57
-9.87	44.49	-21.07
-22.58	50.01	-3.54
-11.8	53.22	9.45
9.43	54.09	-8.71
3.37	42.33	32.49
-41.25	-73.85	20.44
44.23	-71.22	19.24
12.36	-56.33	49.58
57.12	-50.74	35.22
42.05	-32.14	29.37
52.73	-29.96	29.07
-51.91	-45.05	35.99
20.78	-31.24	42.92
-2.83	-50.01	22.46
-15.54	-26.89	47.43
47.96	-17.52	-29.91
24.46	-10.98	-25.73
-22.58	-4.92	-25.7
-44.01	.96	-30.41
-24.26	19.59	43.64
26.98	25.9	38.06
5.03	32.97	-33.66
-24.68	48.23	1.09
-14.16	46.58	-21.19
7.47	51.56	13.83
7.23	51.28	-17.37
50.64	-69.07	18.99
-45.51	-67.19	24.39
-41.24	-67.16	24.34
59.17	-47.19	25.97
56.95	-26.05	24.23
-5	-50.37	18.06
-4.87	-31.4	43.23
52.56	-20.76	10.45
-28.99	-4.95	-25.62
45.83	-10.85	-25.99
45.9	-10.16	-17.12
-43.94	-.47	-21.37
-24.32	27.7	38.5
-1.08	53.62	13.75
50.64	-69.07	18.99
-45.53	-62.96	24.04
61.31	-47.17	25.95
61.33	-44.72	30.2
56.95	-26.05	24.23
-7.12	-47.93	22.34
-4.9	-31.74	38.8
5.83	-53.16	36.01
-49.83	-56.64	23.56
54.65	-18.97	5.82
-28.93	-13.07	-20.48
48	-10.49	-21.58
46.44	-72.64	28.26
-46.06	-4.71	-20.99
-33.23	-6.75	-20.96
-24.28	23.82	43.28
.82	51.24	-17.3
-13.98	54.98	4.86
3.16	53.31	9.27
-3.26	55.38	9.17
