-17.21	-9.03	-24.3
19.18	-14.81	-19.77
-17.2	-13.26	-23.95
-4.41	29.26	-12.05
-5.49	68.69	2.5
2.98	50.37	-15.02
-2.37	50.25	-16.06
6.52	53.9	30.37
-4.31	52.29	10.55
32.89	19.65	-29.51
-52.5	13.57	-17.98
-16.14	-9.02	-24.31
28.84	-17.58	-15.19
4.2	22.25	-7.1
6.35	11.43	-9.56
5.04	63.87	-19.52
-1.22	66.51	1.52
3.01	34.25	-17.01
-1.26	34.22	-16.96
-25.92	15.61	-35.19
-20.46	-2.87	-27.01
37.2	49.68	-13.12
-34.4	37.2	-16.83
2	30.44	-11.1
-2.82	-49.93	23.57
5.37	-10.69	-6.58
-1.35	64.09	-16.12
6.27	65.59	2.63
-1.23	65.29	-.61
2.97	41.48	-19.85
-1.3	41.45	-19.8
43.5	12.34	-42.4
-43	11.28	-34.63
