"";"Vertex";"Label";"Membership";"Modularity";"x";"y";"z";"Hemisphere";"EigenVal";"FiedlerVec";"FiedlerBinary";"Strength";"Betweenness"
"1";18091;"L_10pp_ROI";3;-0,000498288044751653;-21,3471;64,3698;-7,52319;"L";1,02589388031604;-0,00893471904291578;0;1738,07302153608;1
"2";18092;"L_10pp_ROI";2;-0,000489155003711919;-20,3261;63,9185;-7,92378;"L";1,02554336207979;-0,00405285074661505;0;1614,72367525096;619
"3";18093;"L_10pp_ROI";3;-0,000483482924555704;-19,3318;63,3983;-8,3038;"L";1,02544184228573;-0,0210972093118222;0;1538,7086575833;564
"4";18094;"L_10pp_ROI";2;-0,000478040934279044;-18,3693;62,8103;-8,66403;"L";1,02520867738432;-0,00919563956299679;0;1617,76126328082;222
"5";18095;"L_10pp_ROI";2;-0,000472685840211953;-17,4428;62,1558;-9,00531;"L";1,02499945775399;0,00235996261339799;1;1673,44726463233;458
"6";18096;"L_10pp_ROI";2;-0,000467436194474051;-16,5561;61,4366;-9,32839;"L";1,0248950292633;-0,00121183701181188;0;1588,45295635979;290
"7";18954;"L_10pp_ROI";2;-0,000462574458867065;-22,9939;63,1419;-10,4541;"L";1,02486646836306;-0,00807274648752909;0;1590,89308254185;77
"8";18955;"L_10pp_ROI";2;-0,000457795175228048;-22,8477;62,3794;-11,6357;"L";1,02472648310417;-0,0061553536748073;0;1577,07936071736;178
"9";18956;"L_10pp_ROI";2;-0,000452186256653074;-22,7043;61,5581;-12,7735;"L";1,02470983280561;0,00761861833191435;1;1674,27429213616;189
"10";18957;"L_10pp_ROI";2;-0,000446553505140797;-22,5641;60,6792;-13,8669;"L";1,02458801464607;0,0112162628424546;1;1631,66173618147;417
"11";18958;"L_10pp_ROI";2;-0,000439341870828511;-22,427;59,7444;-14,9153;"L";1,02447729536548;0,0069496097081902;1;1718,90826428613;1621
"12";18987;"L_10pp_ROI";1;-0,000433452227019906;-22,2274;64,1315;-8,39997;"L";1,02443837932806;-0,00628398958794907;0;1622,07032455366;165
"13";18988;"L_10pp_ROI";2;-0,000423814048324348;-22,069;63,4493;-9,6587;"L";1,02437508302515;-0,00374162054524103;0;1545,50406826755;42
"14";18989;"L_10pp_ROI";2;-0,00041913484077705;-21,915;62,7063;-10,8761;"L";1,02433519807766;0,0144098902084404;1;1675,08709257629;103
"15";18990;"L_10pp_ROI";2;-0,000414527523373589;-21,7656;61,9037;-12,0509;"L";1,02424961697969;0,00545425875303436;1;1660,4311745345;114
"16";18991;"L_10pp_ROI";2;-0,000410124015562152;-21,621;61,0427;-13,1822;"L";1,02410227543428;0,0229977322518075;1;1729,93384909592;272
"17";18992;"L_10pp_ROI";2;-0,000404318147883046;-21,4815;60,1248;-14,2693;"L";1,02397661390663;0,0140805969773377;1;1736,0823613814;1043
"18";18993;"L_10pp_ROI";2;-0,000397184961254937;-21,347;59,1515;-15,3117;"L";1,02394244565665;0,0196776205125238;1;1706,16229237867;199
"19";18994;"L_10pp_ROI";2;-0,00039160530549794;-21,2175;58,1243;-16,3094;"L";1,02383018422372;-0,00446700403291872;0;1553,03084317314;429
"20";18995;"L_10pp_ROI";3;-0,000387031988836971;-21,0929;57,0448;-17,2626;"L";1,02377039762267;-0,0110218287273772;0;1468,24200424302;96
"21";19022;"L_10pp_ROI";2;-0,000382500716306093;-21,1789;63,7076;-8,81499;"L";1,02372566934124;-0,00911556655559799;0;1564,86137419872;387
"22";19023;"L_10pp_ROI";2;-0,000374312810557554;-21,0161;62,9839;-10,0671;"L";1,02366137509651;0,0220666344524201;1;1581,25748160033;101
"23";19024;"L_10pp_ROI";2;-0,000366141426316827;-20,8594;62,1999;-11,278;"L";1,02361162663494;0,00101011974705316;1;1631,39033125461;42
"24";19025;"L_10pp_ROI";2;-0,000358817753424384;-20,709;61,3569;-12,4467;"L";1,02356741247744;0,0041385124234446;1;1690,94812806699;829
"25";19026;"L_10pp_ROI";2;-0,000351112771383608;-20,5652;60,4561;-13,5721;"L";1,02346792097024;0,0243840335120942;1;1738,79475647931;484
"26";19027;"L_10pp_ROI";2;-0,000344223249311333;-20,428;59,4989;-14,6534;"L";1,02344363210042;0,0179726763209048;1;1774,66257550405;419
"27";19028;"L_10pp_ROI";2;-0,000337641007866686;-20,2976;58,4869;-15,6902;"L";1,02341747666624;0,00517373900244869;1;1678,10938931757;197
"28";19029;"L_10pp_ROI";2;-0,000330893772016252;-20,1736;57,4215;-16,6822;"L";1,02336078209551;0,000861642459532968;1;1659,93533996064;417
"29";19030;"L_10pp_ROI";2;-0,000322390293880748;-20,056;56,3041;-17,6296;"L";1,02332122320121;0,0137380797391331;1;1653,72813777957;84
"30";19031;"L_10pp_ROI";1;-0,000310667468983518;-19,9442;55,1363;-18,5325;"L";1,02331105557634;-0,00412960418971867;0;1455,19801589715;110
"31";19056;"L_10pp_ROI";2;-0,000300834085668927;-20,1543;63,214;-9,2093;"L";1,02318028726731;0,00680405732990767;1;1724,613983761;78
"32";19057;"L_10pp_ROI";2;-0,000292566167483906;-19,9895;62,4486;-10,4553;"L";1,02314836456089;0,013810170456347;1;1647,61594652529;28
"33";19058;"L_10pp_ROI";2;-0,000284248094587894;-19,8321;61,6235;-11,6604;"L";1,02312528681825;-0,00339529585183501;0;1702,72566589109;342
"34";19059;"L_10pp_ROI";2;-0,000275614351793911;-19,6826;60,7399;-12,8234;"L";1,02304303263915;0,0158371449514701;1;1663,0714204177;483
"35";19060;"L_10pp_ROI";2;-0,000264653524033839;-19,5411;59,7992;-13,9432;"L";1,02301074461868;0,016322884805688;1;1744,63002652961;714
"36";19061;"L_10pp_ROI";2;-0,000254891219039643;-19,4078;58,8027;-15,019;"L";1,02296167922668;0,0129978571438834;1;1699,20530923861;97
"37";19062;"L_10pp_ROI";3;-0,000243225792814607;-19,2825;57,7518;-16,0502;"L";1,02293174811495;-0,0211983210065112;0;1568,7316311416;70
"38";19063;"L_10pp_ROI";1;-0,00023111652645534;-19,165;56,6479;-17,0364;"L";1,02283887987919;-0,0144987530775804;0;1633,13931236283;407
"39";19064;"L_10pp_ROI";2;-0,000217857693536844;-19,0549;55,4925;-17,9774;"L";1,02279451909044;-0,00190721303472584;0;1595,55662758078;122
"40";19065;"L_10pp_ROI";2;-0,000205614698678193;-18,9518;54,2869;-18,8734;"L";1,02274153229759;-0,000835377734568317;0;1644,10846146879;244
"41";19066;"L_10pp_ROI";2;-0,000194943086700227;-18,8551;53,0323;-19,7246;"L";1,02268473813055;-0,0058712165491385;0;1691,43024946063;429
"42";19089;"L_10pp_ROI";2;-0,00018403220317373;-19,1587;62,6516;-9,58353;"L";1,02264451894439;0,00568661033668279;1;1679,75938049811;130
"43";19090;"L_10pp_ROI";2;-0,000172911155983909;-18,9938;61,8445;-10,8239;"L";1,02260822645309;0,00561279294025894;1;1621,92089510496;212
"44";19091;"L_10pp_ROI";2;-0,000162087011136076;-18,8377;60,9782;-12,0235;"L";1,02257830496975;0,0130653449566632;1;1596,52784448637;227
"45";19092;"L_10pp_ROI";2;-0,000151159143856281;-18,6906;60,0541;-13,1811;"L";1,02253386678168;0,0212631406620256;1;1593,80820751544;302
"46";19093;"L_10pp_ROI";2;-0,000139644538934684;-18,5528;59,0733;-14,2954;"L";1,02252850438268;0,0167471267362008;1;1629,2150483389;244
"47";19094;"L_10pp_ROI";2;-0,00012867908613047;-18,4243;58,0374;-15,3656;"L";1,02245256899321;0,00390460352582796;1;1626,88911017141;76
"48";19095;"L_10pp_ROI";3;-0,000115777586803686;-18,3049;56,9475;-16,3909;"L";1,02242426769871;-0,0225531232349175;0;1467,48155768788;172
"49";19096;"L_10pp_ROI";3;-0,000102764889165247;-18,1944;55,805;-17,3707;"L";1,02238835568916;-0,0104284829112022;0;1520,21664514818;91
"50";19097;"L_10pp_ROI";3;-8,95403896140984e-05;-18,0922;54,6113;-18,3047;"L";1,02227464712552;0,00723619670409152;1;1563,26408177988;118
"51";19121;"L_10pp_ROI";2;-7,75181529757526e-05;-18,1968;62,0214;-9,93832;"L";1,02226273615005;0,00760911972344839;1;1728,09026029639;203
"52";19122;"L_10pp_ROI";2;-6,64958512659487e-05;-18,0335;61,1727;-11,1733;"L";1,02220469323738;0,00674113710052842;1;1623,1922128984;74
"53";19123;"L_10pp_ROI";2;-5,42530027259188e-05;-17,88;60,2654;-12,3676;"L";1,02216948987847;0,00147580116714024;1;1655,20508435623;332
