22.56	57.34	32.13
7.42	60.91	10.81
6.15	50.04	-19.49
32.96	21.48	-19.63
6.19	48.27	-14.88
6.78	-31.3	29.7
4.67	-36.6	30.17
59.99	-8.03	9.3
60.01	-7.77	12.62
55.39	16.07	-22.78
52.69	-33.65	22.68
62.39	-49.2	27.22
62.14	19.54	21.46
-7.44	61.84	24.29
-4.33	60.84	10.95
-4.53	47.86	-19.18
-57.69	28.28	7.61
-52.52	26.6	-14.62
-4.49	48.21	-14.75
-11.4	-26.12	29.48
-1.74	-38.75	30.43
-57.56	-8.73	10.71
-63.91	-22.43	13.04
-57.41	-40.2	16.69
-57.32	-50.17	25.33
-59.41	-55.21	29.12
-61.7	-12.93	25.61
4.11	46.66	-8.03
4.14	40.31	-7.5
40.76	-8.14	9.53
6.92	-48.5	41.18
-6.58	48.71	-8.08
-2.27	40.27	-7.42
-59.51	-28.78	26.91
-3.74	-53.85	41.75
